,convocatoria,region,motivo,resolucion_ret_beca,fec_resolucion_ret_beca,fec_Postulacion,tipoinstitucion,institucioneducativa,institucionsede,carreradescripcion,genero
5481,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,PRODUCCION Y GESTION INDUSTRIAL,MASCULINO
5484,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,ELECTRONICA Y AUTOMATIZACION INDUSTRIAL,MASCULINO
5490,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,REDES Y COMUNICACIONES DE DATOS,MASCULINO
5500,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA DE PLANTA,MASCULINO
5507,Beca 18 VRAEM 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA PESADA,MASCULINO
5508,Beca 18 VRAEM 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,ELECTRONICA Y AUTOMATIZACION INDUSTRIAL,MASCULINO
5509,Beca 18 VRAEM 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA DE PLANTA,MASCULINO
5510,Beca 18 VRAEM 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA PESADA,MASCULINO
5511,Beca 18 VRAEM 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,OPERACIONES MINERAS,MASCULINO
5512,Beca 18 VRAEM 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA DE PLANTA,MASCULINO
5518,Beca 18 VRAEM 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,OPERACIONES MINERAS,MASCULINO
5519,Beca 18 VRAEM 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,ELECTROTECNIA INDUSTRIAL,MASCULINO
5526,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA DE PLANTA,MASCULINO
5527,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA PESADA,MASCULINO
5536,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,ELECTROTECNIA INDUSTRIAL,MASCULINO
5538,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,OPERACIONES MINERAS,MASCULINO
5541,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,ELECTRONICA Y AUTOMATIZACION INDUSTRIAL,MASCULINO
5542,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,PRODUCCION Y GESTION INDUSTRIAL,MASCULINO
5548,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,REDES Y COMUNICACIONES DE DATOS,MASCULINO
5557,Beca para Poblaciones Vulnerables y en Situaciones Especiales de FormaciÃ³n TÃ©cnico Productiva 2015,LIMA,0,RESOLUCION JEFATURAL,2015-09,2014-11,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,AUXILIAR TECNICO EN ELECTROTECNIA INDUSTRIAL,MASCULINO
5566,Beca para Poblaciones Vulnerables y en Situaciones Especiales de FormaciÃ³n TÃ©cnico Productiva 2015,LIMA,0,RESOLUCION JEFATURAL,2015-09,2014-10,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,AUXILIAR DE ALMACEN DE EQUIPO PESADO,MASCULINO
5569,Beca para Poblaciones Vulnerables y en Situaciones Especiales de FormaciÃ³n TÃ©cnico Productiva 2015,LIMA,0,RESOLUCION JEFATURAL,2015-09,2014-10,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,AYUDANTE DE PRODUCCION,MASCULINO
5573,Beca 18 FFAA 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,ELECTROTECNIA INDUSTRIAL,MASCULINO
5574,Beca 18 FFAA 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA PESADA,MASCULINO
5576,Beca 18 FFAA 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,OPERACIONES MINERAS,MASCULINO
5578,Beca 18 FFAA 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,ELECTRONICA Y AUTOMATIZACION INDUSTRIAL,MASCULINO
5579,Beca 18 FFAA 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,ELECTROTECNIA INDUSTRIAL,MASCULINO
5580,Beca 18 Huallaga 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,ELECTRONICA Y AUTOMATIZACION INDUSTRIAL,MASCULINO
5584,Beca 18 Huallaga 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA PESADA,MASCULINO
5585,Beca 18 Huallaga 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA PESADA,MASCULINO
5586,Beca 18 FFAA 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MANTENIMIENTO DE MAQUINARIA PESADA,MASCULINO
5587,Beca 18 FFAA 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,REDES Y COMUNICACIONES DE DATOS,MASCULINO
5589,Beca 18 FFAA 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,PRODUCCION Y GESTION INDUSTRIAL,MASCULINO
5592,Beca Doble Oportunidad 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-08,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MECANICA AUTOMOTRIZ,MASCULINO
5593,Beca Doble Oportunidad 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-09,Instituto de Educación Superior Tecnológico,TECSUP - LIMA,SEDE SANTA ANITA,MECANICA AUTOMOTRIZ,MASCULINO
5595,Beca 18 Modalidad Ordinaria 2013,LORETO,0,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5596,Beca 18 Modalidad Ordinaria 2013,LORETO,0,RESOLUCION JEFATURAL,2014-09,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5597,Beca 18 Modalidad Ordinaria 2013,LORETO,0,RESOLUCION JEFATURAL,2014-09,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5598,Beca 18 Modalidad Ordinaria 2013,LORETO,0,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5599,Beca 18 Modalidad Ordinaria 2013,LORETO,0,RESOLUCION JEFATURAL,2015-02,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5601,Beca 18 Modalidad Ordinaria 2013,LORETO,0,RESOLUCION JEFATURAL,2015-02,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,ECOLOGIA,MASCULINO
5602,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,2014-03,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5603,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,2014-11,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5604,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5605,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5606,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,2015-04,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5607,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,2014-10,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5608,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,2014-11,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5611,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,2015-04,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5612,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5614,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5615,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,2015-04,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5616,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5617,Beca 18 Modalidad Ordinaria 2014,LORETO,0,RESOLUCION JEFATURAL,2015-02,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5618,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,2014-03,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5619,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,2014-11,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5620,Beca 18 Modalidad Ordinaria 2014,LORETO,1,RESOLUCION JEFATURAL,,2014-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,ARQUITECTURA,MASCULINO
5621,Beca 18 Modalidad Ordinaria 2014,LORETO,0,RESOLUCION JEFATURAL,,2014-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5622,Beca 18 EIB 2015,LORETO,1,RESOLUCION JEFATURAL,,2015-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION PRIMARIA INTERCULTURAL BILINGÃœE,MASCULINO
5623,Beca 18 EIB 2015,LORETO,0,RESOLUCION JEFATURAL,,2015-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION PRIMARIA INTERCULTURAL BILINGÃœE,MASCULINO
5625,Beca 18 CNA 2015,LORETO,0,RESOLUCION JEFATURAL,,2015-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5626,Beca 18 CNA 2015,LORETO,1,RESOLUCION JEFATURAL,,2015-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5629,Beca 18 CNA 2015,LORETO,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5630,Beca 18 FFAA 2015,LORETO,1,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5631,Beca 18 Modalidad Ordinaria 2014,LORETO,1,RESOLUCION JEFATURAL,,2014-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5632,Beca 18 Modalidad Ordinaria 2014,LORETO,1,,,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5633,Beca 18 Modalidad Ordinaria 2014,LORETO,1,RESOLUCION JEFATURAL,2015-04,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5635,Beca 18 Modalidad Ordinaria 2014,LORETO,1,RESOLUCION JEFATURAL,2015-04,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5636,Beca EIB 2014-02,LORETO,0,RESOLUCION JEFATURAL,2015-04,2014-07,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION INTERCULTURAL BILINGUE,MASCULINO
5637,Beca EIB 2014-02,LORETO,0,RESOLUCION JEFATURAL,,2014-07,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION INTERCULTURAL BILINGUE,MASCULINO
5639,Beca EIB 2014-02,LORETO,1,RESOLUCION JEFATURAL,,2014-07,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION INTERCULTURAL BILINGUE,MASCULINO
5645,Beca 18 Modalidad Becas Especiales EIB (traspaso) 2013,LORETO,0,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION INTERCULTURAL BILINGUE,MASCULINO
5646,Beca 18 Ordinaria 2015,LORETO,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,MASCULINO
5647,Beca 18 Modalidad Ordinaria 2014,LORETO,1,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,MASCULINO
5649,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5650,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,0,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5651,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,1,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5653,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,0,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5654,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,0,RESOLUCION JEFATURAL,2014-11,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5655,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,1,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5656,Beca 18 Huallaga 2014-01,SAN MARTIN,0,RESOLUCION JEFATURAL,2014-08,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5657,Beca 18 Huallaga 2014-01,SAN MARTIN,0,RESOLUCION JEFATURAL,2014-08,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5660,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,1,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5663,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,1,RESOLUCION JEFATURAL,2014-03,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5664,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,0,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,MASCULINO
5665,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,0,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA DE SISTEMAS DE INFORMACION,MASCULINO
5670,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-03,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,MASCULINO
5671,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,MASCULINO
5672,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,MASCULINO
5673,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-09,2013-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,MASCULINO
5674,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,2013-12,2013-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,MASCULINO
5677,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,MASCULINO
5678,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,MASCULINO
5679,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,,2014-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,MASCULINO
5681,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,MASCULINO
5683,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,MASCULINO
5688,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,MASCULINO
5689,Beca Extraordinaria FFAA 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-04,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,MASCULINO
5690,Beca 18 CNA 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,MASCULINO
5691,Beca 18 CNA 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,MASCULINO
5694,Beca 18 CNA 2015,LIMA,0,,,2015-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,MASCULINO
5695,Beca 18 CNA 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,MASCULINO
5697,Beca 18 FFAA 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,MASCULINO
5698,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,MASCULINO
5699,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-02,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE SISTEMAS EMPRESARIALES,MASCULINO
5700,Beca 18 CNA 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,MASCULINO
5701,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,MASCULINO
5702,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,MASCULINO
5703,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-01,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,MASCULINO
5704,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,ARQUITECTURA Y URBANISMO AMBIENTAL,MASCULINO
5706,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE SISTEMAS EMPRESARIALES,MASCULINO
5707,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE SISTEMAS EMPRESARIALES,MASCULINO
5709,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,VETERINARIA Y ZOOTECNIA,MASCULINO
5710,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,BIOLOGIA MARINA Y AGRONEGOCIOS,MASCULINO
5711,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE SISTEMAS EMPRESARIALES,MASCULINO
5712,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,2015-03,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,TURISMO SOSTENIBLE Y HOTELERIA,MASCULINO
5714,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,2015-03,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,BIOLOGIA MARINA Y ECONEGOCIOS,MASCULINO
5715,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,PSICOLOGIA,MASCULINO
